"Income","Race","Sex","Birth.Country"
198996,"White","Female","United-States"
294253,"White","Female","United-States"
256628,"White","Male","United-States"
223131,"White","Male","United-States"
207301,"White","Female","United-States"
270460,"White","Male","United-States"
125457,"Black","Male","United-States"
212856,"White","Female","United-States"
197389,"White","Female","United-States"
73338,"White","Male","United-States"
68037,"White","Male","United-States"
185027,"White","Male","United-States"
107123,"Black","Male","United-States"
109482,"White","Male","United-States"
174543,"White","Female","United-States"
208407,"White","Male","United-States"
211584,"White","Male","United-States"
108540,"White","Male","United-States"
202416,"White","Female","United-States"
160155,"White","Male","United-States"
176178,"White","Female","United-States"
265148,"White","Male","Jamaica"
220631,"White","Male",""
303692,"White","Male","United-States"
135845,"White","Female","United-States"
199915,"White","Female","United-States"
150533,"White","Male","United-States"
85482,"Asian-Pac-Islander","Male","United-States"
24473,"White","Male","United-States"
272944,"White","Male","United-States"
82077,"Asian-Pac-Islander","Female","United-States"
194895,"White","Male","United-States"
314153,"White","Male","United-States"
176253,"Black","Male","United-States"
113959,"White","Male","United-States"
167581,"White","Female","United-States"
79586,"Asian-Pac-Islander","Male","Iran"
166662,"White","Male","United-States"
72896,"White","Male","United-States"
345730,"White","Male","United-States"
302473,"White","Female","United-States"
42346,"Black","Female","United-States"
243921,"White","Male","United-States"
131620,"White","Female","Dominican-Republic"
158924,"White","Female","United-States"
32921,"White","Male","United-States"
252897,"White","Female","United-States"
155657,"Black","Female","United-States"
155106,"White","Male","United-States"
82775,"White","Male","United-States"
26248,"White","Male","United-States"
88991,"White","Female","England"
125155,"White","Male","United-States"
218039,"White","Male","United-States"
53524,"White","Male","United-States"
259352,"White","Male","United-States"
296453,"White","Male","United-States"
278915,"Black","Female","United-States"
565313,"Black","Male","United-States"
274103,"White","Male","United-States"
271118,"White","Female","United-States"
207107,"Asian-Pac-Islander","Male","Philippines"
138597,"Black","Female","United-States"
180985,"White","Male","United-States"
159939,"White","Male","United-States"
110920,"White","Male","United-States"
34862,"Amer-Indian-Eskimo","Male","United-States"
163205,"White","Female","United-States"
110003,"White","Male","United-States"
229051,"White","Male","United-States"
144898,"White","Male","United-States"
211596,"White","Male","United-States"
48458,"Black","Female","United-States"
201393,"White","Male","United-States"
136450,"White","Female","United-States"
193586,"White","Female","United-States"
91189,"White","Male","United-States"
227832,"White","Male","United-States"
271936,"White","Female","United-States"
61343,"White","Male","United-States"
157778,"White","Male","United-States"
201680,"White","Male","United-States"
228320,"White","Male","United-States"
33404,"White","Female","United-States"
103205,"White","Male","United-States"
279029,"White","Male","United-States"
213092,"White","Female","United-States"
126104,"White","Female","United-States"
119124,"White","Male","United-States"
31924,"White","Female","United-States"
253799,"White","Male",""
266138,"White","Male",""
185001,"White","Female","United-States"
34102,"White","Female","United-States"
115214,"White","Male","United-States"
289484,"White","Female","United-States"
287908,"Black","Male","United-States"
158284,"White","Male","United-States"
60668,"White","Male","Portugal"
222978,"White","Female","United-States"
244605,"White","Male","United-States"
150601,"White","Male","United-States"
199143,"White","Male","United-States"
131681,"White","Male","United-States"
346406,"White","Male","United-States"
391122,"White","Female","United-States"
280344,"White","Male","United-States"
188809,"White","Female","United-States"
277488,"White","Male","United-States"
181561,"White","Male","United-States"
158545,"White","Female","United-States"
313573,"Black","Female","United-States"
591711,"Black","Male",""
268183,"White","Male","United-States"
392286,"White","Male","United-States"
233312,"White","Male","United-States"
520231,"White","Female","United-States"
186831,"Black","Male","United-States"
141085,"White","Female","United-States"
198019,"White","Female","United-States"
198660,"White","Male","United-States"
409230,"White","Male","Guatemala"
376025,"White","Male","United-States"
80167,"White","Female","United-States"
99357,"White","Female","United-States"
82847,"White","Female","Portugal"
22201,"Asian-Pac-Islander","Male","Thailand"
275223,"White","Male","United-States"
117595,"White","Male","United-States"
207668,"White","Male","United-States"
179981,"White","Male","United-States"
192583,"White","Female","United-States"
66304,"White","Male","United-States"
200671,"Black","Male","United-States"
32365,"White","Male","United-States"
28497,"White","Male","United-States"
222978,"White","Female","United-States"
160261,"Asian-Pac-Islander","Male","China"
120724,"White","Male","United-States"
91733,"White","Female","United-States"
146929,"White","Male","United-States"
205706,"White","Female","United-States"
181666,"White","Female","United-States"
279452,"White","Male","United-States"
207568,"White","Male","United-States"
22494,"White","Female","United-States"
210026,"White","Female","United-States"
190889,"Other","Female",""
109869,"White","Male","United-States"
285263,"White","Male","Mexico"
192588,"White","Male","United-States"
232945,"Other","Male","United-States"
31339,"White","Male","United-States"
305147,"White","Male","United-States"
188914,"Black","Female","Haiti"
141165,"White","Male","United-States"
136218,"White","Female","United-States"
371382,"Black","Male","United-States"
199177,"White","Female","United-States"
221366,"White","Male","United-States"
403671,"White","Male","United-States"
193871,"White","Female","United-States"
306183,"White","Female","United-States"
159938,"White","Male","United-States"
124194,"White","Female","United-States"
69847,"Asian-Pac-Islander","Female","United-States"
169323,"White","Female","United-States"
172327,"White","Male","United-States"
118889,"White","Male","United-States"
166220,"White","Female","United-States"
186420,"White","Female","United-States"
192779,"White","Male","United-States"
105616,"Black","Female","United-States"
141113,"White","Male","United-States"
160275,"White","Male","United-States"
164507,"White","Male","Columbia"
207578,"Black","Male","India"
314592,"White","Male","United-States"
254630,"White","Male","United-States"
159522,"Black","Female","United-States"
112130,"Black","Female","United-States"
192835,"White","Male","United-States"
206280,"Black","Male","United-States"
308861,"White","Female","United-States"
93206,"Asian-Pac-Islander","Male","United-States"
206066,"White","Male","United-States"
309895,"White","Female","United-States"
216129,"Black","Female","United-States"
287420,"White","Female","United-States"
163595,"White","Male","United-States"
170092,"Black","Female","United-States"
287031,"White","Male","United-States"
59474,"White","Male","United-States"
99151,"White","Female","United-States"
206888,"White","Female","United-States"
177119,"White","Female",""
173736,"White","Male","United-States"
182163,"White","Female","Germany"
311080,"White","Male","United-States"
389857,"White","Male","United-States"
297152,"Black","Female","United-States"
130534,"White","Male","United-States"
137301,"White","Female","United-States"
316235,"White","Female","United-States"
32922,"White","Male","United-States"
118303,"White","Female","United-States"
188241,"White","Male","United-States"
236731,"White","Male","Puerto-Rico"
209397,"White","Female","United-States"
290640,"White","Male","United-States"
221915,"White","Female","United-States"
175246,"White","Male","United-States"
159724,"White","Male","United-States"
160369,"White","Male","United-States"
461337,"White","Female","United-States"
