Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus japonicus var. pellitus,Beach Pea,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus palustris,Marsh Vetchling,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus pratensis,Yellow Vetchling,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Lotus corniculatus,Birdsfoot Trefoil,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Lupinus polyphyllus,Garden Lupine,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Medicago lupulina,Black Medick,Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Medicago sativa,"Alfalfa, Lucerne",Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Melilotus officinalis,White Sweet Clover,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Robinia hispida,Bristly Locust,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Robinia pseudo-acacia,Black Locust,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Robinia viscosa,Clammy Locust,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Thermopsis mollis,"Bush Pea, Piedmont Buckbean",Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Trifolium arvense,Rabbit-Foot Clover,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Trifolium aureum,"Hop Clover, Yellow Clover",Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Trifolium campestre,Low Hop Clover,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Trifolium dubium,Little Hop Clover,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Trifolium hybridum,"Alsike, Alsatian Clover",Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Trifolium pratense,Red Clover,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Trifolium repens,White Clover,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Vicia cracca,"Cow Vetch, Tufted Vetch",Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Vicia hirsuta,Vetch,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Vicia sativa,Narrow-Leaved Vetch,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Vicia sativa ssp. nigra,Spring Vetch,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Vicia tetrasperma,Slender Vetch,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Fabaceae,Vicia villosa,Hairy Vetch,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Fabales,Polygalaceae,Polygala paucifolia,"Fringed Polygala, Gaywings",Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Fabales,Polygalaceae,Polygala sanguinea,Purple Milkwort,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Fabales,Polygalaceae,Polygala verticillata,Whorled Milkwort,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Alnus incana ssp. rugosa,Speckled Alder,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Alnus viridis ssp. crispa,"Green Alder, Mountain Alder",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Betula alleghaniensis,Yellow Birch,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Betula cordifolia,Heart-Leaved Birch,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Betula papyrifera,White Birch,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Betula populifolia,Gray Birch,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Betula X caerulea,Blue Birch,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Corylus cornuta,Beaked Hazelnut,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Betulaceae,Ostrya virginiana,Hop Hornbeam,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Fagales,Fagaceae,Fagus grandifolia,American Beech,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Fagaceae,Quercus ilicifolia,Scrub Oak,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Fagales,Fagaceae,Quercus rubra,Northern Red Oak,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Myricaceae,Comptonia peregrina,Sweetfern,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Myricaceae,Myrica gale,Sweet Gale,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Fagales,Myricaceae,Myrica pensylvanica,Bayberry,Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Gentianales,Apocynaceae,Apocynum androsaemifolium,Spreading Dogbane,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Gentianales,Apocynaceae,Apocynum cannabinum,Indian Hemp,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Gentianales,Apocynaceae,Asclepias incarnata var. pulchra,Swamp Milkweed,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Gentianales,Apocynaceae,Asclepias syriaca,Common Milkweed,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Gentianales,Gentianaceae,Bartonia paniculata ssp. iodandra,Screw-Stem,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Gentianales,Gentianaceae,Bartonia virginica,Yellow Bartonia,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Gentianales,Gentianaceae,Lomatogonium rotatum,Marsh Felwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Cephalanthus occidentalis,Buttonbush,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium aparine,Cleavers,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium asprellum,Rough Bedstraw,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium labradoricum,Bog Bedstraw,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium mollugo,Wild Madder,Approved,Present,Not Native,Common,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium palustre,Marsh Bedstraw,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium tinctorium,Bedstraw,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium trifidum,Bedstraw,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium triflorum,Sweet-Scented Bedstraw,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Galium verum,Yellow Bedstraw,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Houstonia caerulea,"Bluets, Quaker Ladies",Approved,Present,Native,Common,,
Acadia National Park,Vascular Plant,Gentianales,Rubiaceae,Mitchella repens,Partridgeberry,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Geraniales,Geraniaceae,Geranium bicknellii,Bicknell's Cranesbill,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Geraniales,Geraniaceae,Geranium carolinianum,Carolina Cranesbill,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Geraniales,Geraniaceae,Geranium molle,Dove's-Foot Cranesbill,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Geraniales,Geraniaceae,Geranium robertianum,Herb Robert,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes acadiensis,Acadian Quillwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes echinospora,Spiny-Spored Quillwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes lacustris,Quillwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes prototypus,Prototype Quillwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes riparia,Riverbank Quillwort,Approved,Not Present (False Report),Native,,,
Acadia National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes tuckermanii,Tuckerman's Quillwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes X harveyi,Harvey's Quillwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Galeopsis bifida,Splitlip Hemp Nettle,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Galeopsis tetrahit,Hemp Nettle,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Glechoma hederacea,"Gill-Over-The-Ground, Ground Ivy",Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Hedeoma pulegioides,American Pennyroyal,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Leonurus cardiaca,Motherwort,Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Lycopus americanus,Water Horehound,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Lycopus uniflorus,Northern Bugleweed,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Lycopus virginicus,Virginia Bulgleweed,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Mentha arvensis,Wild Mint,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Mentha canadensis,Canada Mint,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Mentha spicata,Spearmint,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Mentha X piperita,Peppermint,Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Mentha X villosa,Wild Mint,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Nepeta cataria,Catnip,Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Prunella vulgaris,Selfheal,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Prunella vulgaris ssp. lanceolata,Selfheal,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Satureja hortensis,Summer Savory,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Scutellaria galericulata,Marsh Skullcap,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Scutellaria lateriflora,Mad-Dog Skullcap,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Stachys arvensis,Hedge Nettle,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Stachys palustris ssp. palustris,"Woundwort, Marsh Hedgnettle",Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Teucrium canadense,American Germander,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Teucrium canadense var. occidentale,Germander,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Lamiaceae,Thymus pulegioides,Wild Thyme,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia cornuta,Horned Bladderwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia geminiscapa,Bladderwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia gibba,Humped Bladderwort,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia intermedia,Flat-Leaved Bladderwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia macrorhiza,Common Bladderwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia minor,Lesser Bladderwort,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia purpurea,Purple Bladderwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia radiata,Inflated Bladderwort,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia resupinata,Small Purple Bladderwort,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Lamiales,Linderniaceae,Lindernia dubia,False Pimpernel,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Oleaceae,Forsythia,Forsythia,In Review,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Lamiales,Oleaceae,Fraxinus americana,White Ash,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Oleaceae,Fraxinus nigra,Black Ash,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Lamiales,Oleaceae,Fraxinus pennsylvanica,Green Ash,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Oleaceae,Ligustrum amurense,Amur Privet,Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Lamiales,Oleaceae,Ligustrum vulgare,Common Privet,Approved,Present,Not Native,Unknown,,
Acadia National Park,Vascular Plant,Lamiales,Oleaceae,Syringa vulgaris,Common Lilac,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Oleaceae,Syringa X chinensis,Lilac,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Epifagus virginiana,Beechdrops,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Euphrasia nemorosa,Eyebright,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Euphrasia randii,Rand's Eyebright,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Euphrasia stricta,Eyebright,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Melampyrum lineare,Cowwheat,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Odontites vernus ssp. serotinus,Red Bartsia,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Orobanche uniflora,One-Flowered Cancerroot,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Pedicularis canadensis,Wood Betony,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Lamiales,Orobanchaceae,Rhinanthus minor,Yellow Rattle,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Callitriche heterophylla,Water Starwort,Approved,Present,Native,Rare,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Callitriche palustris,"Water Chickweed, Water Starwort, Water-Starwort",Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Chelone glabra,Turtlehead,Approved,Present,Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Chelone lyonii,Purple Turtlehead,Approved,Present,Not Native,Rare,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Digitalis purpurea,Foxglove,Approved,Present,Not Native,Uncommon,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Hippuris vulgaris,Mare's Tail,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Linaria dalmatica,Dalmation Toadflax,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Linaria maroccana,Maraccan Toadlflax,Approved,Present,Native,Unknown,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Linaria repens,Striped Toadflax,Approved,Not Present (Historical Report),Native,,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Linaria vulgaris,Butter-And-Eggs,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Nuttallanthus canadensis,Blue Toadflax,Approved,Present,Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Penstemon digitalis,White Or Foxglove Beardtongue,Approved,Not Confirmed,Native,,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Plantago aristata,Bracted Plantain,Approved,Not Confirmed,Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Plantago lanceolata,English Plantain,Approved,Not Present (Historical Report),Not Native,,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Plantago major,Common Plantain,Approved,Present,Not Native,Occasional,,
Acadia National Park,Vascular Plant,Lamiales,Plantaginaceae,Plantago major var. intermedia,Common Plantain,Approved,Present,Not Native,Uncommon,,
